产品名称,CPU,CPU型号,CPU主频,最高睿频,操作系统,屏幕尺寸,物理分辨率,屏幕类型,内存容量,内存类型,内存频率,硬盘类型,硬盘容量,显卡类型,显示芯片,显存容量,显存类型,光驱类型,USB3.0,USB2.0,视频接口,音频接口,读卡器,type-c 接口,无线网卡,摄像头,键盘描述,尺寸,预装软件,图片列表,电池,重量,蓝牙,电源适配器,颜色,核心数,显示比例,RJ45(以太网口),杜比音效,扬声器,麦克风,指取设备,型号,USB3.1,其他接口,JBL音响,接口类型,硬盘转速,三级缓存,ThunderBolt 3.0,有线网卡,指纹识别,保修政策,质保时间,质保备注,内存插槽数量,外壳材质A面,摄像头像素,触控屏,增值服务,续航时间,外壳材质D面,内存最大支持容量
ThinkPad X1 Yoga 笔记本电脑 20JDA00DCD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5GHz,3.1GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,IPS FHD LED背光显示屏,8GB,LPDDR3,1866MHz,SSD固态硬盘,256GB,集成显卡, 英特尔® HD 620显示芯片,,,无光驱,3个,,HDMI,耳机、麦克风二合一接口,,,Intel 8265AC,720p HD 摄像头,背光键盘,17.05mm,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2017/05/18/OHkmtSrSons19qLLjaQyODeEC-7630.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/05/18/P7tS2DE1b3GSA8IGX1Pa8zfmN-0491.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/05/18/yU5ugX7i4EP0DGV6Mr8dByBVr-3551.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/05/18/QALJrb5uC9nkrihNlSCuMV3FP-6551.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/05/18/wQ4pVvZsxqYwtg13z0pkCjEUJ-5245.w84.jpg']",56Whr,1.36kg,BT4.1,,黑色,,16:9,,杜比先进音频,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,Mini以太网转接口,,,,3MB,2个,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,1年全国86城市上门，1年意外保护，1年数据拯救,,,
ThinkPad X1 Carbon 2016 笔记本 20FBA009CD, 第六代Skylake智能英特尔® 酷睿™ i7 处理器,i7-6500U,2.5GHz,3.1GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,2560x1440,WQHD IPS LED背光触控显示屏,8GB,,,SSD固态硬盘,512GB,集成显卡, 英特尔® HD 520显示芯片,,,无光驱,3个,,HDMI,,,,Intel 8260AC,720p HD 摄像头,背光键盘,16.45mm,,"['//p4.lefile.cn/product/adminweb/2016/05/03/G161ct3iUX3MU5xW1rm1WuTpv-2353.w84.jpg', '//p3.lefile.cn/product/adminweb/2016/05/03/mImTFAOYChEN3qgkNIi65b5Gw-7109.w84.jpg', '//p1.lefile.cn/product/adminweb/2016/05/03/KlovvBeeXQ9XjZAUIjhw9TuAh-6154.w84.jpg', '//p1.lefile.cn/product/adminweb/2016/05/03/25G9IgztO7Ujt6kg92H2xRZMt-0203.w84.jpg', '//p4.lefile.cn/product/adminweb/2016/11/16/pQNpInfMrXkqG0HbXMv4Cn3dz-6672.w84.jpg']",,1.18kg,BT4.1,,黑色,,16:9,,杜比先进音频,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,MiniDP,,,,4MB,,,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,高强度碳纤维,,,,,,
ThinkPad X1 Carbon 2016 笔记本 20FBA010CD, 第六代Skylake智能英特尔® 酷睿™ i5 处理器,i5-6200U,2.3GHz,2.8GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,2560x1440,WQHD IPS LED背光显示屏,8GB,,,SSD固态硬盘,256GB,集成显卡, 英特尔® HD 520显示芯片,,,无光驱,3个,,HDMI,,,,Intel 8260AC,720p HD 摄像头,背光键盘,约16.45mm,,"['//p2.lefile.cn/product/adminweb/2016/05/10/QjXUPkRfB5GAVT6577rWOzSeq-2897.w84.jpg', '//p1.lefile.cn/product/adminweb/2016/05/10/UwVnnvtkc5mpuheJzTLgGZCie-6574.w84.jpg', '//p1.lefile.cn/product/adminweb/2016/05/10/UzrE3ShbrnPSflQQttmfKMUuy-6065.w84.jpg', '//p1.lefile.cn/product/adminweb/2016/05/10/2yZKUWFbqdfB4cTQWrhgdW00i-1700.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/03/17/nGpvMzZqpvZ8Ro486Rvai59R2-5802.w84.jpg']",52Wh,约1.18kg,BT4.1,,,,16:9,,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,MiniDP,,,,3MB,,,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,,,,
ThinkPad X1 Carbon 2017 笔记本电脑 20HRA03MCD,第七代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-7500U,2.7GHz,3.5GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,2560x1440,WQHD IPS LED背光显示屏,16GB,LPDDR3,1866MHz,SSD固态硬盘,512GB,集成显卡, 英特尔® HD 620显示芯片,,,无光驱,2个,,HDMI,耳机、麦克风二合一接口,,,Intel 8265AC,720p HD 摄像头,背光键盘,约323.5mm x 约217.1mm x 约15.95mm,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2017/10/23/0hoCYxCcseP43B6Tw6N2FQycX-5591.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/10/23/e2f5mzyQ8Y49kU02NQviYXKBW-5582.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/10/23/7ArDWrvMCnq9MN8C9ovbx4B3a-5627.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/10/23/9Nzc2hWeYhnYng841hJGSR9Ng-6011.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/10/23/be18RDmQN3CnhvP8pno7yaSbb-6048.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/07/21/RkzdFg7tG0tznkuIMyWqyivMO-1458.w84.jpg']",57Wh,约1.13kg,BT4.1,,银色,,16:9,,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,4MB,2个,,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,1年全国86城市上门，1年意外保护，1年数据拯救,,,
ThinkPad S5 笔记本电脑 JS_20JAA018CD,第七代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-7700HQ,2.8GHz,3.8GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),15.6英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2400Mhz,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡,NVIDIA Geforce GTX 1050Ti,2GB,,无光驱,3个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,,RTL 2X2 AC,720p HD 摄像头,背光键盘,,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2018/05/10/5b8RqNWgdEyXUnQJW030Lekil-2542.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/05/10/C3OlxGyhNfnWRjou9xZPxsjEr-6949.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/05/10/F7vigLG5nRPzxgTRXrK8Fe9ou-0471.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/05/10/OZody1FVfsSAR0NohSb4SdhOO-3785.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/05/10/LFAgWat5FecD18bf334l1JnaK-8131.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/05/10/zmQdn1sAIChFI4wYfucevN9Ju-1692.w84.jpg']",6芯,,BT4.0,100-240V自适应交流电源适配器,黑色,,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,,,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,2,铝合金,,,,具体时间视使用环境而定,,
ideapad 320-14IKB 14英寸笔记本 银色 80YD000DCD,第七代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-7500U,2.7 GHz,3.5 Ghz,Windows 10 家庭中文版,14.0英寸,1920x1080,全高清IPS屏幕,4GB,DDR4,2133MHz,机械硬盘,1TB,独立显卡, AMD Radeon™ 530,2GB,GDDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,1个,有,,,厚度22.7mm ,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2017/08/04/637dlGU9FK9uXPYTw9DzARNqW-5377.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/08/04/C1Ph4dw7QULdhCYzCzvA97rqV-5389.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/08/11/KKnlWVA3GDM5dAfP5OwJlB4hM-2674.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/08/04/C0KwsaeN8OX4ZfHCzApjYy7Ib-5766.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/08/04/OXFp2u4xdM8YcLPacpEGftPQK-5782.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/08/03/ZHC9HR3qB2chJb37Ow1wQUJrG-6149.w84.jpg']",30Wh,2.1Kg,,100-240V自适应交流电源适配器,,,16:9,1个,,,,,,,,,,,,,,,,,,,,,,,,,
拯救者 R720-15IKBN 15.6英寸游戏笔记本 黑金 80WW0012CD,第七代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-7700HQ,2.8GHz,3.8GHz,Windows 10 家庭中文版,15.6英寸,1920x1080,全高清IPS屏幕,16GB,DDR4,,SSD固态硬盘,512GB,独立显卡,NVIDIA Geforce GTX 1050Ti,4GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,有,有,有,720p HD 摄像头,背光键盘,,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2017/10/30/bdi0yNVSO1QegEFa9cv0s0Ejz-4960.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/10/30/U3fvn2T4rkjEniRfOOyL1jOh2-5072.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/10/30/LVtaek2KkyW5ZmpQ6SbfOGPBG-5033.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/10/30/Gtpv5Svm9xEilGtIks1YgUmuP-5444.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/10/30/wQgTYFpl5cKMNAor91oZU8rhW-5569.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/12/12/xPdBzJGL5xeidVi6VJQG4jbvP-5407.w84.jpg']",45Wh,,,100-240V自适应交流电源适配器,,四核,16:9,1个,杜比先进音频,,,,,,,,,,,,,,,,,,,,,,,,
ThinkPad T480 笔记本电脑 20L5A00PCD,第八代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-8550U,1.8GHz,4.0GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,FHD LED背光显示屏,8GB,DDR4,2400Mhz,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡,NVIDIA GeForce MX150,2GB,DDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,1个,Intel 8265AC,720p HD 摄像头,背光键盘,,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2018/02/28/cFcYU94Qpd1KEKOggETmbgUEm-0499.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/02/28/PTnLoIyZk4ql72ER1HbTUlEES-4019.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/g7FsOaqQ2pUo65oZJASsukVSz-7662.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/6f3KyYR65klc0yUKes34SZ0W1-9027.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/01/hCzn1jgId6WfezwVPjFb2en0k-2611.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/02/28/apgA3MmzAI0boVTZiS0weEtgd-8713.w84.jpg']",内置24Whr+后置24Whr,,BT4.1,,,,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,扩展坞（CS18）接口,,SATA 串行, 5400rpm,8MB,1个,有,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,,,,
ThinkPad R480 笔记本电脑 20KRA001CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1366x768,HD LED 背光显示屏,8GB,DDR4,2400Mhz,机械硬盘+固态硬盘,500GB+128GB SSD,独立显卡,AMD Radeon™ 540,2GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,Micro SD,1个,Intel 3165AC,720p HD 摄像头,全尺寸键盘,约19.9 x 329 x 242mm ,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2017/12/20/HohCiDy1uJZ21bbCPYxWmikOt-8512.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/12/20/uuRs54PuDrTIRbvU2jbUl0qQj-8566.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/12/20/DQu3LDEPszbsSYHCaNEDYCDPb-8567.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/12/20/qXdN9t7d7PGzSxA9l52E6Snof-9009.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/12/20/CwIBW4r0qCPapw1JA42R24X8b-8992.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/12/20/m6SeiYNEWQaQffY7tjGv7QXXb-5487.w84.jpg']",45Wh,约1.75kg,BT4.1,,黑色,四核,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,SATA 串行,7200rpm,6MB,,有,按压式指纹识别,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,金属,,,1年全国86城市上门，1年意外保护，1年数据拯救,,,
小新 潮7000 14.0英寸轻薄笔记本 火花金 81BM0009CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4 GHz,Windows 10 家庭中文版,14.0英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,SSD固态硬盘,256GB,集成显卡,,,,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,有,720p HD 摄像头,背光键盘,327.4x236.5x19.3 mm,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2017/05/12/mFBttgo5ERUPFTyOZKBCGAVD5-7920.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/22/GZ68SgnkpnDqNtnJdyfQYOd0H-1431.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/05/12/9tuRDMEL51DOV9qGdG1fdhrQX-7920.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/05/12/arzps2FgTE7fWeZNRI8FWcdZB-8144.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/05/12/rVoCgOwmEMclGA1Pz77WA5DUR-8256.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/05/11/WH8vPlTqJEsEaAinSzpM3VKMG-9226.w84.jpg']",30Wh,1.69Kg,,,金色,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小新 锐7000 15.6英寸游戏笔记本 黑色 80WB0002CD,第七代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-7700HQ,2.8 GHz,3.8 GHz,Windows 10 家庭中文版,15.6英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡,NVIDIA Geforce GTX 1050,2GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,,有,720p HD 摄像头,,384x265x22.7mm,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2018/03/22/mdjojejIWxHFcZbRgJ3bOdnIx-4029.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/05/09/nxmuVLk4E2WDSqtpCwt1UAQBX-9156.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/05/09/eHQHMRhyRkY8Nh3NP4B0AF2fV-9204.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/05/09/qeRBRalq1zb66YoFk4zAvdcj6-9600.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/05/09/AA5olv7k0QMugl6dLNEl6RmxP-9633.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/05/09/mbmiwgkMmQgUKbK1uzFTls6IF-1096.w84.jpg']",45Wh,2.3kg,BT4.1,100-240V自适应交流电源适配器,,,16:9,1个,,,有,,,,,,SATA 串行, 5400rpm,,,,,,,,,,,,,,,
天逸 310-15IKB 15.6英寸笔记本 黑色 81AT0000CD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5GHz,3.1GHz,Windows 10 家庭中文版,15.6英寸,1366x768,HD LED 背光显示屏,4GB,DDR4,,机械硬盘,500GB,独立显卡,AMD Radeon™ R5 530M,2GB,DDR3L,超级 DVD刻录,1个,1个,HDMI,耳机、麦克风二合一接口,,,有,,全尺寸键盘/数字小键盘,377*264*22.9mm,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2016/08/03/SnFGwSz5l0QD628DspJannu50-9193.w84.jpg', '//p2.lefile.cn/product/adminweb/2016/08/03/h3JEBXfX5tJaRIE6D6GyWL09w-9268.w84.jpg', '//p1.lefile.cn/product/adminweb/2016/08/03/G5t7uvvqUVwowgOCLm9kISUOi-9295.w84.jpg', '//p2.lefile.cn/product/adminweb/2016/08/03/9zYkrOy7NRvvfiRzu1ZsbTtTx-9932.w84.jpg', '//p3.lefile.cn/product/adminweb/2016/08/03/OYHuIPeNLrJk9PXGPOUGTVkAr-0316.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/05/18/DqXaPgeI3Iss5KJ0ARAlVAO5j-7242.w84.jpg']",4芯,约2.3kg,,100-240V自适应交流电源适配器,,双核,16:9,1个,,,,触摸板,Lenovo TianYi 310-15ISK,,,,SATA 串行,,,,,,,,,,,,不支持,,,,
ThinkPad R480 笔记本电脑 20KRA003CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1366x768,HD LED 背光显示屏,8GB,DDR4,2400Mhz,机械硬盘,1TB+128GB SSD,独立显卡,AMD Radeon™ 540,2GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,Micro SD,1个,Intel 3165AC,720p HD 摄像头,全尺寸键盘,约19.9 x 329 x 242mm ,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2017/12/20/HohCiDy1uJZ21bbCPYxWmikOt-8512.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/12/20/uuRs54PuDrTIRbvU2jbUl0qQj-8566.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/12/20/DQu3LDEPszbsSYHCaNEDYCDPb-8567.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/12/20/qXdN9t7d7PGzSxA9l52E6Snof-9009.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/12/20/CwIBW4r0qCPapw1JA42R24X8b-8992.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/12/20/m6SeiYNEWQaQffY7tjGv7QXXb-5487.w84.jpg']",45Wh,约1.75kg,BT4.1,,黑色,四核,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,SATA 串行, 5400rpm,6MB,,有,按压式指纹识别,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,金属,,,1年全国86城市上门，1年意外保护，1年数据拯救,,,
小新 潮7000 14.0英寸轻薄笔记本 樱花粉 81BM000ACD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6 GHz,3.4 GHz,Windows 10 家庭中文版,14.0英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,SSD固态硬盘,256GB,集成显卡,,,,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,有,720p HD 摄像头,背光键盘,327.4x236.5x19.3 mm,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2017/06/09/NimtqODfVc8gamvww9jfRaNU8-8856.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/06/14/Mr2P2X5u2W3IT959cVWVp11lI-9640.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/06/14/JtdXfkzp1vBiBuzqMCXiTjwRi-9887.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/06/14/oVoRxyfhahPC29YaMoHHSpyUd-1234.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/05/11/WH8vPlTqJEsEaAinSzpM3VKMG-9226.w84.jpg']",30Wh,1.69Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ideapad 320-14IKB 14英寸笔记本 银色 80YD000DCD,第七代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-7500U,2.7 GHz,3.5 Ghz,Windows 10 家庭中文版,14.0英寸,1920x1080,全高清IPS屏幕,4GB,DDR4,2133MHz,机械硬盘,1TB,独立显卡, AMD Radeon™ 530,2GB,GDDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,1个,有,,,厚度22.7mm ,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2017/08/04/637dlGU9FK9uXPYTw9DzARNqW-5377.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/08/04/C1Ph4dw7QULdhCYzCzvA97rqV-5389.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/08/11/KKnlWVA3GDM5dAfP5OwJlB4hM-2674.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/08/04/C0KwsaeN8OX4ZfHCzApjYy7Ib-5766.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/08/04/OXFp2u4xdM8YcLPacpEGftPQK-5782.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/08/03/ZHC9HR3qB2chJb37Ow1wQUJrG-6149.w84.jpg']",30Wh,2.1Kg,,100-240V自适应交流电源适配器,,,16:9,1个,,,,,,,,,,,,,,,,,,,,,,,,,
拯救者 R720-15IKBN 15.6英寸游戏笔记本 黑金 80WW0012CD,第七代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-7700HQ,2.8GHz,3.8GHz,Windows 10 家庭中文版,15.6英寸,1920x1080,全高清IPS屏幕,16GB,DDR4,,SSD固态硬盘,512GB,独立显卡,NVIDIA Geforce GTX 1050Ti,4GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,有,有,有,720p HD 摄像头,背光键盘,,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2017/10/30/bdi0yNVSO1QegEFa9cv0s0Ejz-4960.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/10/30/U3fvn2T4rkjEniRfOOyL1jOh2-5072.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/10/30/LVtaek2KkyW5ZmpQ6SbfOGPBG-5033.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/10/30/Gtpv5Svm9xEilGtIks1YgUmuP-5444.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/10/30/wQgTYFpl5cKMNAor91oZU8rhW-5569.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/12/12/xPdBzJGL5xeidVi6VJQG4jbvP-5407.w84.jpg']",45Wh,,,100-240V自适应交流电源适配器,,四核,16:9,1个,杜比先进音频,,,,,,,,,,,,,,,,,,,,,,,,
ThinkPad T480 笔记本电脑 20L5A00PCD,第八代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-8550U,1.8GHz,4.0GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,FHD LED背光显示屏,8GB,DDR4,2400Mhz,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡,NVIDIA GeForce MX150,2GB,DDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,1个,Intel 8265AC,720p HD 摄像头,背光键盘,,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2018/02/28/cFcYU94Qpd1KEKOggETmbgUEm-0499.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/02/28/PTnLoIyZk4ql72ER1HbTUlEES-4019.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/g7FsOaqQ2pUo65oZJASsukVSz-7662.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/6f3KyYR65klc0yUKes34SZ0W1-9027.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/01/hCzn1jgId6WfezwVPjFb2en0k-2611.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/02/28/apgA3MmzAI0boVTZiS0weEtgd-8713.w84.jpg']",内置24Whr+后置24Whr,,BT4.1,,,,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,扩展坞（CS18）接口,,SATA 串行, 5400rpm,8MB,1个,有,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,,,,
ThinkPad R480 笔记本电脑 20KRA001CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1366x768,HD LED 背光显示屏,8GB,DDR4,2400Mhz,机械硬盘+固态硬盘,500GB+128GB SSD,独立显卡,AMD Radeon™ 540,2GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,Micro SD,1个,Intel 3165AC,720p HD 摄像头,全尺寸键盘,约19.9 x 329 x 242mm ,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2017/12/20/HohCiDy1uJZ21bbCPYxWmikOt-8512.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/12/20/uuRs54PuDrTIRbvU2jbUl0qQj-8566.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/12/20/DQu3LDEPszbsSYHCaNEDYCDPb-8567.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/12/20/qXdN9t7d7PGzSxA9l52E6Snof-9009.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/12/20/CwIBW4r0qCPapw1JA42R24X8b-8992.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/12/20/m6SeiYNEWQaQffY7tjGv7QXXb-5487.w84.jpg']",45Wh,约1.75kg,BT4.1,,黑色,四核,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,SATA 串行,7200rpm,6MB,,有,按压式指纹识别,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,金属,,,1年全国86城市上门，1年意外保护，1年数据拯救,,,
